election_id;state_id
2997;39
2998;39
2999;40
3000;40
3001;40
3002;40
3003;40
3004;40
3005;40
3006;40
3007;41
3008;41
3009;41
3010;41
3011;41
3012;41
3013;42
3014;42
3015;42
3016;42
3017;42
3018;43
3019;43
3020;43
3021;44
3022;44
3023;44
3024;44
3025;44
3026;45
3027;45
3028;45
3029;45
3030;45
3031;45
3032;45
3033;45
3034;46
3035;46
3036;46
3037;46
3038;46
3039;46
3040;46
3041;46
3042;46
3043;47
3044;47
3045;47
3046;47
3047;47
3048;47
3049;47
3050;48
3051;48
3052;48
3053;48
3054;48
3055;48
3056;48
3057;48
3058;49
3059;49
3060;49
3061;49
3062;49
3063;49
3064;50
3065;50
3066;50
3067;50
3068;50
3069;50
3070;50
3071;50
3072;50
3073;50
3074;51
3075;51
3076;51
3077;51
3078;51
3079;51
3080;1
3081;1
3082;1
3083;1
3084;2
3085;2
3086;2
3087;2
3088;2
3089;3
3090;3
3091;3
3092;3
3093;3
3094;4
3095;4
3096;4
3097;4
3098;4
3099;5
3100;5
3101;5
3102;5
3103;5
3104;5
3105;5
3106;6
3107;6
3108;6
3109;6
3110;6
3111;6
3112;6
3113;6
3114;6
3115;6
3116;6
3117;6
3118;6
3119;6
3120;6
3121;6
3122;7
3123;7
3124;7
3125;7
3126;7
3127;8
3128;8
3129;8
3130;8
3131;9
3132;9
3133;9
3134;9
3135;9
3136;10
3137;10
3138;10
3139;10
3140;10
3141;10
3142;10
3143;10
3144;10
3145;10
3146;10
3147;10
3148;10
3149;11
3150;11
3151;11
3152;12
3153;12
3154;12
3155;12
3156;12
3157;12
3158;13
3159;13
3160;13
3161;13
3162;13
3163;14
3164;14
3165;14
3166;14
3167;14
3168;15
3169;15
3170;15
3171;15
3172;16
3173;16
3174;16
3175;16
3176;16
3177;16
3178;16
3179;16
3180;16
3181;17
3182;17
3183;17
3184;17
3185;17
3186;18
3187;18
3188;18
3189;18
3190;18
3191;18
3192;19
3193;19
3194;19
3195;19
3196;19
3197;19
3198;19
3199;19
3200;19
3201;19
3202;19
3203;20
3204;20
3205;20
3206;20
3207;20
3208;20
3209;21
3210;21
3211;21
3212;21
3213;21
3214;22
3215;22
3216;22
3217;22
3218;22
3219;22
3220;23
3221;23
3222;23
3223;23
3224;23
3225;23
3226;24
3227;24
3228;24
3229;24
3230;24
3231;24
3232;24
3233;24
3234;24
3235;24
3236;24
3237;25
3238;25
3239;25
3240;25
3241;25
3242;25
3243;26
3244;26
3245;26
3246;26
3247;27
3248;27
3249;27
3250;27
3251;28
3252;28
3253;28
3254;28
3255;28
3256;29
3257;29
3258;29
3259;29
3260;29
3261;30
3262;30
3263;30
3264;30
3265;30
3266;30
3267;31
3268;31
3269;31
3270;31
3271;31
3272;31
3273;31
3274;31
3275;31
3276;31
3277;32
3278;32
3279;32
3280;32
3281;32
3282;32
3283;33
3284;33
3285;33
3286;33
3287;33
3288;33
3289;33
3290;33
3291;33
3292;33
3293;34
3294;34
3295;34
3296;34
3297;35
3298;35
3299;35
3300;35
3301;35
3302;35
3303;36
3304;36
3305;36
3306;36
3307;36
3308;36
3309;36
3310;36
3311;37
3312;37
3313;38
3314;38
3315;38
3316;38
3317;38
3318;38
3319;38
3320;39
3321;39
3322;39
3323;39
3324;40
3325;40
3326;40
3327;40
3328;40
3329;40
3330;40
3331;40
3332;41
3333;41
3334;41
3335;41
3336;41
3337;42
3338;42
3339;42
3340;42
3341;43
3342;43
3343;43
3344;43
3345;43
3346;44
3347;44
3348;44
3349;44
3350;44
3351;45
3352;45
3353;45
3354;45
3355;45
3356;45
3357;45
3358;45
3359;46
3360;46
3361;46
3362;46
3363;46
3364;46
3365;47
3366;47
3367;47
3368;47
3369;47
3370;47
3371;48
3372;48
3373;48
3374;48
3375;48
3376;48
3377;48
3378;48
3379;49
3380;49
3381;49
3382;49
3383;49
3384;50
3385;50
3386;50
3387;50
3388;50
3389;51
3390;51
3391;51
3392;51
3393;51
3394;51
3395;51
3396;1
3397;1
3398;1
3399;1
3400;1
3401;2
3402;2
3403;2
3404;2
3405;2
3406;2
3407;2
3408;3
3409;3
3410;3
3411;3
3412;3
3413;3
3414;3
3415;3
3416;3
3417;3
3418;4
3419;4
3420;4
3421;4
3422;4
3423;4
3424;4
3425;4
3426;5
3427;5
3428;5
3429;5
3430;5
3431;5
3432;6
3433;6
3434;6
3435;6
3436;6
3437;6
3438;6
3439;6
3440;6
3441;6
3442;6
3443;6
3444;6
3445;6
3446;6
3447;6
3448;6
3449;6
3450;6
3451;6
3452;7
3453;7
3454;7
3455;7
3456;7
3457;8
3458;8
3459;8
3460;8
3461;9
3462;9
3463;9
3464;9
3465;9
3466;9
3467;9
3468;10
3469;10
3470;10
3471;10
3472;10
3473;10
3474;10
3475;11
3476;11
3477;11
3478;11
3479;12
3480;12
3481;12
3482;12
3483;12
3484;12
3485;12
3486;13
3487;13
3488;13
3489;13
3490;13
3491;14
3492;14
3493;14
3494;14
3495;14
3496;15
3497;15
3498;15
3499;15
3500;15
3501;15
3502;15
3503;16
3504;16
3505;16
3506;16
3507;16
3508;16
3509;16
3510;16
3511;16
3512;16
3513;17
3514;17
3515;17
3516;17
3517;17
3518;18
3519;18
3520;18
3521;18
3522;18
3523;18
3524;18
3525;19
3526;19
3527;19
3528;19
3529;19
3530;20
3531;20
3532;20
3533;20
3534;20
3535;20
3536;21
3537;21
3538;21
3539;21
3540;21
3541;21
3542;21
3543;21
3544;21
3545;22
3546;22
3547;22
3548;22
3549;22
3550;22
3551;22
3552;23
3553;23
3554;23
3555;23
3556;23
3557;23
3558;23
3559;24
3560;24
3561;24
3562;24
3563;24
3564;24
3565;24
3566;24
3567;24
3568;24
3569;25
3570;25
3571;25
3572;25
3573;25
3574;25
3575;25
3576;26
3577;26
3578;26
3579;26
3580;26
3581;26
3582;27
3583;27
3584;27
3585;27
3586;27
3587;28
3588;28
3589;28
3590;28
3591;28
3592;29
3593;29
3594;29
3595;29
3596;29
3597;29
3598;30
3599;30
3600;30
3601;30
3602;30
3603;30
3604;30
3605;31
3606;31
3607;31
3608;31
3609;31
3610;31
3611;31
3612;31
3613;31
3614;32
3615;32
3616;32
3617;32
3618;32
3619;32
3620;32
3621;32
3622;33
3623;33
3624;33
3625;33
3626;33
3627;33
3628;33
3629;33
3630;33
3631;33
3632;33
3633;33
3634;34
3635;34
3636;34
3637;34
3638;34
3639;35
3640;35
3641;35
3642;35
3643;35
3644;35
3645;35
3646;36
3647;36
3648;36
3649;36
3650;36
3651;37
3652;37
3653;37
3654;38
3655;38
3656;38
3657;38
3658;38
3659;39
3660;39
3661;39
3662;39
3663;39
3664;40
3665;40
3666;40
3667;40
3668;40
3669;40
3670;41
3671;41
3672;41
3673;41
3674;41
3675;41
3676;41
3677;42
3678;42
3679;42
3680;42
3681;43
3682;43
3683;43
3684;43
3685;44
3686;44
3687;44
3688;44
3689;44
3690;45
3691;45
3692;45
3693;45
3694;45
3695;45
3696;46
3697;46
3698;46
3699;46
3700;46
3701;46
3702;46
3703;46
3704;46
3705;47
3706;47
3707;47
3708;47
3709;47
3710;47
3711;48
3712;48
3713;48
3714;48
3715;48
3716;48
3717;48
3718;48
3719;49
3720;49
3721;49
3722;49
3723;49
3724;50
3725;50
3726;50
3727;50
3728;50
3729;50
3730;50
3731;50
3732;50
3733;51
3734;51
3735;51
3736;51
3737;51
3738;51
3739;51
3740;51
3741;1
3742;1
3743;1
3744;1
3745;2
3746;2
3747;2
3748;2
3749;2
3750;2
3751;2
3752;2
3753;3
3754;3
3755;3
3756;3
3757;3
3758;3
3759;3
3760;3
3761;4
3762;4
3763;4
3764;4
3765;4
3766;4
3767;4
3768;4
3769;4
3770;4
3771;4
3772;4
3773;4
3774;5
3775;5
3776;5
3777;5
3778;5
3779;5
3780;5
3781;5
3782;5
3783;5
3784;5
3785;6
3786;6
3787;6
3788;6
3789;6
3790;6
3791;6
3792;6
3793;6
3794;6
3795;6
3796;6
3797;6
3798;6
3799;6
3800;6
3801;6
3802;6
3803;6
3804;6
3805;6
3806;6
3807;6
3808;7
3809;7
3810;7
3811;7
3812;7
3813;7
3814;7
3815;7
3816;7
3817;7
3818;7
3819;7
3820;7
3821;7
3822;8
3823;8
3824;8
3825;8
3826;8
3827;8
3828;8
3829;8
3830;8
3831;8
3832;8
3833;8
3834;8
3835;8
3836;8
3837;8
3838;8
3839;8
3840;8
3841;8
3842;8
3843;9
3844;9
3845;9
3846;9
3847;9
3848;9
3849;9
3850;10
3851;10
3852;10
3853;10
3854;10
3855;10
3856;10
3857;10
3858;10
3859;10
3860;10
3861;10
3862;10
3863;11
3864;11
3865;11
3866;11
3867;11
3868;11
3869;11
3870;11
3871;11
3872;11
3873;11
3874;11
3875;11
3876;11
3877;11
3878;11
3879;11
3880;11
3881;11
3882;12
3883;12
3884;12
3885;12
3886;12
3887;12
3888;12
3889;12
3890;13
3891;13
3892;13
3893;13
3894;13
3895;13
3896;13
3897;13
3898;13
3899;13
3900;13
3901;13
3902;13
3903;13
3904;13
3905;14
3906;14
3907;14
3908;14
3909;14
3910;14
3911;14
3912;14
3913;14
3914;14
3915;14
3916;14
3917;14
3918;14
3919;14
3920;14
3921;14
3922;14
3923;14
3924;14
3925;15
3926;15
3927;15
3928;15
3929;15
3930;15
3931;15
3932;15
3933;15
3934;15
3935;15
3936;15
3937;15
3938;15
3939;16
3940;16
3941;16
3942;16
3943;16
3944;16
3945;16
3946;16
3947;16
3948;16
3949;16
3950;16
3951;17
3952;17
3953;17
3954;18
3955;18
3956;18
3957;18
3958;18
3959;18
3960;18
3961;18
3962;18
3963;18
3964;18
3965;18
3966;18
3967;18
3968;18
3969;19
3970;19
3971;19
3972;19
3973;19
3974;19
3975;19
3976;19
3977;19
3978;19
3979;19
3980;19
3981;19
3982;20
3983;20
3984;20
3985;20
3986;20
3987;20
3988;20
3989;21
3990;21
3991;21
3992;21
3993;21
3994;21
3995;21
3996;21
3997;21
3998;21
3999;21
4000;21
4001;21
4002;21
4003;21
4004;21
4005;21
4006;21
4007;21
4008;21
4009;21
4010;21
4011;21
4012;21
4013;21
4014;21
4015;22
4016;22
4017;22
4018;22
4019;22
4020;22
4021;23
4022;23
4023;23
4024;23
4025;23
4026;23
4027;23
4028;23
4029;23
4030;23
4031;23
4032;24
4033;24
4034;24
4035;24
4036;24
4037;24
4038;24
4039;24
4040;24
4041;24
4042;25
4043;25
4044;25
4045;25
4046;25
4047;25
4048;25
4049;25
4050;25
4051;26
4052;26
4053;26
4054;26
4055;26
4056;26
4057;26
4058;26
4059;26
4060;26
4061;27
4062;27
4063;27
4064;27
4065;27
4066;27
4067;27
4068;28
4069;28
4070;28
4071;28
4072;29
4073;29
4074;29
4075;29
4076;29
4077;30
4078;30
4079;30
4080;30
4081;30
4082;30
4083;30
4084;30
4085;30
4086;30
4087;30
4088;30
4089;30
4090;30
4091;30
4092;30
4093;30
4094;30
4095;30
4096;30
4097;30
4098;30
4099;30
4100;31
4101;31
4102;31
4103;31
4104;31
4105;31
4106;31
4107;31
4108;32
4109;32
4110;32
4111;32
4112;32
4113;32
4114;33
4115;33
4116;33
4117;33
4118;33
4119;33
4120;33
4121;33
4122;33
4123;33
4124;33
4125;33
4126;33
4127;33
4128;33
4129;33
4130;33
4131;33
4132;33
4133;33
4134;33
4135;33
4136;33
4137;33
4138;34
4139;34
4140;34
4141;34
4142;34
4143;34
4144;34
4145;35
4146;35
4147;35
4148;35
4149;36
4150;36
4151;36
4152;36
4153;36
4154;36
4155;36
4156;36
4157;36
4158;36
4159;37
4160;37
4161;37
4162;37
4163;37
4164;37
4165;38
4166;38
4167;38
4168;38
4169;38
4170;38
4171;39
4172;39
4173;39
4174;40
4175;40
4176;40
4177;40
4178;40
4179;40
4180;41
4181;41
4182;41
4183;41
4184;41
4185;41
4186;42
4187;42
4188;42
4189;43
4190;43
4191;43
4192;43
4193;43
4194;43
4195;43
4196;43
4197;43
4198;43
4199;43
4200;43
4201;43
4202;44
4203;44
4204;44
4205;44
4206;44
4207;44
4208;44
4209;44
4210;44
4211;44
4212;44
4213;44
4214;44
4215;45
4216;45
4217;45
4218;45
4219;45
4220;45
4221;45
4222;45
4223;45
4224;45
4225;45
4226;45
4227;45
4228;45
4229;46
4230;46
4231;46
4232;46
4233;46
4234;46
4235;46
4236;46
4237;46
4238;46
4239;46
4240;46
4241;46
4242;46
4243;46
4244;46
4245;46
4246;46
4247;46
4248;46
4249;46
4250;46
4251;46
4252;46
4253;47
4254;47
4255;47
4256;47
4257;48
4258;48
4259;48
4260;48
4261;48
4262;48
4263;48
4264;49
4265;49
4266;49
4267;49
4268;50
4269;50
4270;50
4271;50
4272;50
4273;50
4274;50
4275;50
4276;50
4277;50
4278;50
4279;50
4280;50
4281;51
4282;51
4283;51
4284;51
4285;51
4286;51
4287;51
